,epoch 0,epoch 1,epoch 2,epoch 3,epoch 4,epoch 5,epoch 6,epoch 7,epoch 8,epoch 9
fold 0,19.19360213262246,50.81639453515495,68.07730756414529,75.50816394535154,78.40719760079973,80.00666444518494,83.0056647784072,85.77140953015662,87.23758747084305,88.33722092635789
fold 1,88.70376541152949,89.57014328557148,90.06997667444185,89.63678773742086,91.13628790403199,91.9026991002999,92.13595468177274,91.73608797067644,92.86904365211596,93.40219926691104
fold 2,92.36921026324558,92.43585471509496,93.26891036321227,92.76907697434189,93.83538820393203,93.80206597800733,93.5021659446851,94.13528823725424,94.20193268910363,94.66844385204932
fold 3,94.03532155948018,94.50183272242586,94.63512162612463,94.80173275574808,94.60179940019994,95.30156614461846,94.3018993668777,95.5014995001666,95.43485504831722,95.76807730756414
fold 4,94.73333333333333,95.46666666666667,95.36666666666666,95.33333333333334,95.96666666666667,96.03333333333333,96.43333333333334,96.1,96.06666666666666,96.26666666666667
fold 5,95.89999999999999,95.76666666666667,95.89999999999999,95.93333333333334,96.1,96.5,96.16666666666667,96.53333333333333,96.33333333333334,96.83333333333334
fold 6,95.96666666666667,96.33333333333334,96.23333333333333,96.46666666666667,96.83333333333334,97.16666666666667,97.16666666666667,97.16666666666667,97.0,97.43333333333334
fold 7,95.89999999999999,96.36666666666667,96.5,96.66666666666667,97.0,96.66666666666667,96.76666666666667,97.46666666666667,97.2,97.5
fold 8,96.89999999999999,96.86666666666667,97.43333333333334,97.36666666666667,97.76666666666667,97.8,97.6,97.89999999999999,97.8,98.3
fold 9,96.93333333333334,97.76666666666667,97.76666666666667,97.66666666666667,97.86666666666667,98.16666666666667,98.16666666666667,98.16666666666667,98.26666666666667,98.53333333333333
fold 10,97.46666666666667,98.03333333333333,98.0,97.96666666666667,97.93333333333332,98.33333333333333,98.73333333333333,98.83333333333333,98.96666666666667,99.06666666666666
fold 11,97.73333333333333,98.13333333333333,98.0,98.16666666666667,98.16666666666667,98.5,98.13333333333333,98.7,98.8,98.76666666666667
fold 12,97.6,98.1,97.86666666666667,98.03333333333333,98.43333333333332,98.36666666666667,98.43333333333332,98.46666666666667,98.66666666666667,98.86666666666667
fold 13,97.63333333333334,97.93333333333332,98.0,98.2,98.36666666666667,98.5,98.53333333333333,98.76666666666667,98.43333333333332,98.93333333333332
fold 14,97.66666666666667,97.76666666666667,97.73333333333333,98.2,98.46666666666667,98.53333333333333,98.43333333333332,98.66666666666667,98.76666666666667,98.76666666666667
fold 15,98.0,98.46666666666667,98.4,98.76666666666667,98.8,98.53333333333333,98.5,98.33333333333333,99.06666666666666,98.73333333333333
fold 16,97.8326108702901,98.1993997999333,98.36612204068022,98.33277759253085,98.53284428142715,98.83294431477158,98.5995331777259,98.83294431477158,99.13304434811604,98.86628876292097
fold 17,97.96598866288763,98.29943314438147,98.49949983327775,98.46615538512837,98.53284428142715,98.56618872957652,99.16638879626542,99.0330110036679,98.96632210736912,99.0330110036679
fold 18,98.0326775591864,98.46615538512837,98.39946648882962,98.66622207402467,98.33277759253085,98.73291097032345,99.0330110036679,98.89963321107035,99.06635545181727,98.76625541847282
fold 19,98.33277759253085,98.66622207402467,99.09969989996665,98.83294431477158,98.46615538512837,99.23307769256418,99.29976658886297,99.56652217405801,99.26642214071357,99.06635545181727
